,predict,fraclost
0,3.86597788695926e-07,0.15145509953684563
1,1.2724152769958666e-06,1.2724152769958666e-06
2,1.2010452081117657e-05,1.2010452081117657e-05
3,1.613251206145907e-05,1.613251206145907e-05
4,2.118419730549979e-05,2.118419730549979e-05
5,2.8857010386162276e-05,2.8857010386162276e-05
6,2.9600680193997848e-05,2.9600680193997848e-05
7,3.319352127750162e-05,3.319352127750162e-05
8,4.103266915597771e-05,4.103266915597771e-05
9,5.8985287205117394e-05,5.8985287205117394e-05
10,7.002002695502175e-05,7.002002695502175e-05
11,7.388668234506911e-05,7.388668234506911e-05
12,8.79652344097815e-05,8.79652344097815e-05
13,9.113862128241659e-05,9.113862128241659e-05
14,0.00010350267296862756,0.00010350267296862756
15,0.00010728853459880825,0.00010728853459880825
16,0.0001680916473163637,0.00010485447054276341
17,0.00018411696780789143,0.00018411696780789143
18,0.0001891181094908365,0.0001891181094908365
19,0.0002112114474356817,0.0002112114474356817
20,0.0005410371695834213,0.0005410371695834213
21,0.001869035376713594,0.001869035376713594
22,0.0020301847351832133,0.0020301847351832133
23,0.002523473191533917,0.002523473191533917
24,0.004455696549038511,0.004455696549038511
25,0.014231213240662581,0.014231213240662581
26,0.015863334303240703,0.015863334303240703
27,0.01809814014826639,0.01809814014826639
28,0.021297260831585795,0.021297260831585795
29,0.02666666666666667,0.02666666666666667
30,0.02917048589491932,0.02917048589491932
31,0.037037037037037035,0.037037037037037035
32,0.043070131667576304,0.043070131667576304
33,0.04995004995004996,0.04995004995004996
34,0.05263157894736842,0.20488721804511278
35,0.06456651122131847,0.06456651122131847
36,0.08543020943826868,0.08543020943826868
37,0.12907830342577487,0.12907830342577487
38,0.15527950310559005,0.15527950310559005
39,0.15932224572060164,0.15932224572060164
40,0.16241841232584195,0.16241841232584195
41,0.16350386607077888,0.08185025042649653
42,0.16666666666666666,0.16666666666666666
43,0.17636003184265525,0.17636003184265525
44,0.18150582668988993,0.18150582668988993
45,0.18576099209225733,0.18576099209225733
46,0.19607843137254902,0.19607843137254902
47,0.19705882352941176,0.19705882352941176
48,0.19720023989116472,0.19720023989116472
49,0.19736842105263158,0.09878334234083577
50,0.199203187250996,0.199203187250996
51,0.20285714285714285,0.20285714285714285
52,0.20357876251886295,0.20357876251886295
53,0.20762479326329947,0.20762479326329947
54,0.22817583887190093,0.23161416851285588
55,0.25,0.2542579938327885
56,0.2522570626523532,0.2522570626523532
57,0.26357370126288004,0.1318048631481956
58,0.2701763932569846,0.2701763932569846
59,0.2774965485503912,0.2774965485503912
60,0.282853648653685,0.2258018243268425
61,0.28978967216897233,0.28978967216897233
62,0.28980018491782156,0.28980018491782156
63,0.29104197786311903,0.29104197786311903
64,0.297128366892823,0.297128366892823
65,0.29856432185938336,0.29856432185938336
66,0.3082191780821918,0.3082191780821918
67,0.3108887602022956,0.3108887602022956
68,0.3135675525463849,0.3135675525463849
69,0.3137254901960784,0.3112526033813263
70,0.31612223393045313,0.31612223393045313
71,0.3269230769230769,0.3269230769230769
72,0.32727272727272727,0.32727272727272727
73,0.33331905688129787,0.33331905688129787
74,0.3333333333333333,0.5958962413996926
75,0.33391425784892087,0.16705362324243075
76,0.34618893640586645,0.34618893640586645
77,0.35,0.35
78,0.35714285714285715,0.49443275375114715
79,0.36,0.36
80,0.36190807249168566,0.36190807249168566
81,0.3665972869145397,0.29551254166344926
82,0.3684210526315789,0.3684210526315789
83,0.37654246278776016,0.37654246278776016
84,0.3926148704642895,0.3926148704642895
85,0.39591836734693875,0.39591836734693875
86,0.40000731591281363,0.40000731591281363
87,0.4042074232366435,0.4042074232366435
88,0.40812477333490843,0.40812477333490843
89,0.43478260869565216,0.43478260869565216
90,0.43952169981024675,0.43952169981024675
91,0.44258309269107926,0.44258309269107926
92,0.4427083333333333,0.4427083333333333
93,0.4438369226471279,0.4438369226471279
94,0.446323213327458,0.446323213327458
95,0.446557071118738,0.446557071118738
96,0.44939102823449,0.44939102823449
97,0.4517453798767967,0.4517453798767967
98,0.45588235294117646,0.45588235294117646
99,0.4583333333333333,0.28630092710123844
100,0.4637945328426224,0.3024466224265021
101,0.47058823529411764,0.47058823529411764
102,0.47693623236953303,0.47693623236953303
103,0.48263858131310367,0.48263858131310367
104,0.4836168695824481,0.36358852340020664
105,0.48575708688733715,0.48575708688733715
106,0.4889763615999994,0.4889763615999994
107,0.49230769230769234,0.49230769230769234
108,0.5,0.3561555085163021
109,0.5045807881713676,0.5045807881713676
110,0.5200594353640416,0.26003090946000207
111,0.5294117647058824,0.26474026810461065
112,0.5333310999584537,0.5333310999584537
113,0.5407439857748955,0.3018148952414536
114,0.5516281873754796,0.5516281873754796
115,0.5579468189659987,0.5579468189659987
116,0.5590496156533893,0.5590496156533893
117,0.5714285714285714,0.5714285714285714
118,0.5830416072472082,0.5830416072472082
119,0.5861438587901812,0.5861438587901812
120,0.5875843046532567,0.22808588640212113
121,0.6190476190476191,0.4689216701173223
122,0.625,0.625
123,0.6281096034781602,0.6281096034781602
124,0.6298908235573999,0.6298908235573999
125,0.6357621499825078,0.6357621499825078
126,0.6363623938395052,0.55526037191283
127,0.6363636363636364,0.3182366551982405
128,0.6392994439364671,0.31966049911075944
129,0.6431423699444359,0.3754033395586089
130,0.6562339551898514,0.6562339551898514
131,0.6618223716039009,0.6618223716039009
132,0.6666153344046164,0.6278516943437771
133,0.6666666666666666,0.6666666666666666
134,0.6724529034974276,0.6724529034974276
135,0.6756756756756757,0.6756756756756757
136,0.6864895542593964,0.384777822297429
137,0.6869161424373859,0.6869161424373859
138,0.6961851962982806,0.6961851962982806
139,0.7126842279752496,0.7126842279752496
140,0.714441976136075,0.714441976136075
141,0.7435724646586972,0.4185934995747643
142,0.7481594920259856,0.28672200663567743
143,0.75,0.75
144,0.7518773511683496,0.5426053422508414
145,0.7662835249042146,0.4622594095109308
146,0.7674757096884808,0.7674757096884808
147,0.7766393442622951,0.3824532267037185
148,0.7769760311855337,0.7769760311855337
149,0.7776598783158106,0.38883270272021686
150,0.780767755337144,0.780767755337144
151,0.7916814973876499,0.7916814973876499
152,0.7984376554086434,0.7984376554086434
153,0.7997268041713619,0.7997268041713619
154,0.8,0.8
155,0.8000033639896597,0.8000033639896597
156,0.8008557534187156,0.8008557534187156
157,0.8026666666666666,0.535545336727733
158,0.8061626657112146,0.6565683385535575
159,0.8064516129032258,0.8064516129032258
160,0.8233332817572514,0.8233332817572514
161,0.825,0.3504494547597996
162,0.828680869963902,0.828680869963902
163,0.8328636142905336,0.8328636142905336
164,0.8333333333333334,0.3348953666602746
165,0.8399824171315649,0.8399824171315649
166,0.842117655924753,0.842117655924753
167,0.8476620727245239,0.8476620727245239
168,0.8546278151303611,0.8546278151303611
169,0.8636363636363636,0.8205219155276757
170,0.8666666666666667,0.5970052469127564
171,0.8693779163182767,0.8693779163182767
172,0.8738920092687019,0.8738920092687019
173,0.875,0.45838222873138396
174,0.8805882352941177,0.8191015054931803
175,0.8831012065868189,0.5871911255516817
176,0.8863636363636364,0.8863636363636364
177,0.8875826202983012,0.5464639404951405
178,0.8884002107117007,0.8884002107117007
179,0.8927881079711666,0.8927881079711666
180,0.8952380952380953,0.5006945861641309
181,0.9047619047619048,0.6634199134199135
182,0.9083206419508693,0.7499166549554961
183,0.9083997098030137,0.9083997098030137
184,0.9085378516146825,0.6106210756134628
185,0.9085980039710272,0.9085980039710272
186,0.9091776178613155,0.5833346403946316
187,0.9108600960701878,0.6732636123121031
188,0.9115017782642404,0.9115017782642404
189,0.9151633579765454,0.9151633579765454
190,0.9252334412823525,0.3572871694673769
191,0.9252708080162341,0.814487255859969
192,0.9270905626486078,0.4635677703612885
193,0.931161951202194,0.7809595296933726
194,0.9345794392523364,0.478211675827046
195,0.9350610974006881,0.58105969628177
196,0.9374843289779399,0.5384444899040042
197,0.944506747960895,0.3148632452025976
198,0.9470596214966228,0.9348968578000648
199,0.9522347093906939,0.9346080492249943
200,0.9676584734799483,0.7462993562721789
201,0.9903682157100309,0.8364539491248567
202,0.9917355371900827,0.9917355371900827
203,0.9958617165434188,0.7376650769829576
